GENRE,GENRE_Pred_NB,GENRE_Pred_NB_oversampled,GENRE_Pred_NB_undersampled,GENRE_Pred_logistic_reg,GENRE_Pred_logistic_reg_oversampled,GENRE_Pred_logistic_reg_undersampled
drama,drama,thriller,thriller,drama,horror,thriller
drama,drama,drama,drama,drama,drama,drama
short,drama,short,short,short,short,short
action,drama,action,western,drama,action,western
drama,drama,drama,drama,drama,drama,romance
documentary,documentary,documentary,history,documentary,documentary,history
drama,drama,drama,drama,drama,short,romance
thriller,drama,thriller,thriller,drama,thriller,western
drama,drama,comedy,drama,comedy,comedy,drama
short,documentary,short,short,short,short,short
documentary,documentary,documentary,war,documentary,short,war
comedy,documentary,documentary,adult,documentary,documentary,romance
comedy,drama,comedy,fantasy,comedy,comedy,fantasy
documentary,documentary,documentary,news,documentary,documentary,news
comedy,drama,comedy,romance,comedy,comedy,romance
drama,drama,crime,crime,drama,crime,crime
thriller,drama,drama,horror,drama,horror,horror
adult,documentary,short,short,short,short,short
drama,documentary,documentary,short,documentary,drama,adventure
documentary,documentary,documentary,documentary,documentary,documentary,documentary
comedy,documentary,comedy,music,comedy,comedy,music
drama,drama,drama,drama,drama,drama,drama
documentary,documentary,documentary,horror,horror,horror,horror
horror,documentary,horror,horror,horror,horror,horror
action,drama,action,action,action,action,action
drama,drama,romance,romance,drama,drama,romance
short,drama,sci-fi,sci-fi,drama,drama,sci-fi
short,drama,thriller,horror,thriller,thriller,horror
short,drama,horror,horror,drama,drama,war
documentary,documentary,sport,game-show,short,short,adult
drama,drama,family,family,drama,drama,family
biography,documentary,documentary,music,documentary,documentary,biography
documentary,documentary,documentary,documentary,documentary,short,documentary
family,drama,comedy,drama,drama,comedy,family
drama,drama,crime,crime,drama,drama,crime
music,documentary,musical,music,music,musical,music
short,drama,short,short,short,short,short
documentary,documentary,documentary,history,documentary,documentary,history
drama,drama,horror,horror,drama,short,horror
documentary,documentary,documentary,documentary,documentary,documentary,sport
drama,drama,thriller,thriller,drama,drama,thriller
fantasy,drama,short,thriller,short,short,thriller
sci-fi,documentary,sci-fi,sci-fi,sci-fi,sci-fi,sci-fi
drama,drama,romance,romance,drama,short,biography
comedy,drama,horror,horror,horror,horror,horror
short,documentary,horror,thriller,short,short,fantasy
drama,drama,action,sci-fi,drama,action,war
documentary,documentary,sport,news,documentary,documentary,news
mystery,drama,drama,thriller,drama,drama,thriller
drama,drama,drama,thriller,drama,drama,romance
drama,drama,drama,drama,drama,drama,drama
short,documentary,documentary,news,documentary,documentary,adult
drama,drama,fantasy,fantasy,drama,drama,fantasy
short,drama,fantasy,fantasy,horror,horror,fantasy
documentary,documentary,documentary,documentary,documentary,documentary,documentary
documentary,documentary,short,biography,short,short,biography
documentary,documentary,documentary,documentary,documentary,documentary,documentary
short,drama,news,news,documentary,documentary,news
comedy,drama,comedy,comedy,comedy,comedy,comedy
documentary,documentary,documentary,news,documentary,documentary,news
documentary,documentary,short,sci-fi,documentary,documentary,sci-fi
mystery,documentary,mystery,mystery,short,mystery,mystery
thriller,drama,thriller,thriller,drama,thriller,thriller
documentary,documentary,documentary,talk-show,documentary,documentary,documentary
documentary,drama,drama,reality-tv,documentary,documentary,documentary
talk-show,documentary,comedy,talk-show,comedy,talk-show,talk-show
drama,drama,romance,romance,documentary,romance,romance
drama,drama,drama,horror,drama,drama,crime
comedy,drama,adventure,romance,drama,comedy,romance
war,documentary,documentary,war,documentary,war,war
drama,drama,drama,horror,drama,drama,short
comedy,drama,comedy,romance,comedy,comedy,comedy
drama,drama,romance,drama,drama,drama,drama
drama,documentary,documentary,western,documentary,documentary,western
documentary,documentary,action,short,documentary,adventure,short
documentary,drama,drama,drama,drama,drama,drama
comedy,drama,family,adult,comedy,comedy,romance
documentary,documentary,documentary,adult,documentary,documentary,adult
drama,drama,drama,war,drama,drama,war
drama,drama,drama,war,drama,drama,war
talk-show,documentary,music,music,music,music,music
documentary,documentary,reality-tv,music,documentary,documentary,music
horror,drama,horror,horror,horror,horror,horror
drama,drama,drama,romance,drama,drama,romance
drama,documentary,documentary,news,documentary,documentary,news
horror,drama,horror,horror,horror,horror,horror
short,drama,romance,fantasy,horror,horror,fantasy
documentary,documentary,documentary,news,documentary,documentary,news
drama,drama,western,western,drama,drama,western
drama,drama,drama,drama,drama,drama,drama
western,drama,war,war,drama,action,war
short,documentary,short,reality-tv,short,short,reality-tv
horror,drama,horror,horror,horror,horror,horror
documentary,documentary,reality-tv,reality-tv,documentary,reality-tv,reality-tv
drama,drama,romance,war,drama,drama,drama
documentary,documentary,documentary,history,documentary,documentary,biography
drama,drama,romance,romance,drama,drama,romance
drama,drama,drama,biography,drama,short,biography
drama,drama,comedy,drama,drama,short,drama
documentary,documentary,documentary,documentary,documentary,documentary,romance
documentary,documentary,short,fantasy,drama,short,fantasy
short,drama,western,western,drama,western,western
animation,documentary,short,talk-show,comedy,talk-show,talk-show
comedy,drama,comedy,crime,comedy,comedy,action
drama,drama,mystery,mystery,thriller,thriller,mystery
sport,documentary,adventure,adventure,documentary,adventure,adventure
drama,drama,drama,thriller,drama,drama,action
crime,drama,crime,crime,comedy,family,news
western,drama,western,western,western,western,western
documentary,documentary,music,music,documentary,documentary,music
documentary,documentary,documentary,musical,documentary,short,musical
biography,documentary,documentary,romance,drama,drama,romance
drama,drama,horror,crime,drama,short,crime
short,documentary,music,music,short,music,music
documentary,documentary,documentary,history,documentary,documentary,history
comedy,documentary,comedy,music,comedy,comedy,music
drama,drama,drama,drama,drama,drama,drama
comedy,drama,drama,adult,drama,comedy,adult
documentary,documentary,music,documentary,documentary,documentary,documentary
thriller,drama,thriller,thriller,drama,thriller,thriller
documentary,documentary,documentary,music,documentary,documentary,music
horror,documentary,horror,horror,horror,horror,horror
drama,drama,mystery,thriller,drama,short,thriller
drama,drama,thriller,drama,drama,drama,drama
comedy,drama,thriller,romance,comedy,comedy,romance
documentary,documentary,documentary,documentary,documentary,documentary,documentary
documentary,documentary,documentary,sci-fi,documentary,documentary,sci-fi
drama,drama,drama,thriller,drama,drama,biography
horror,drama,horror,horror,horror,horror,horror
drama,drama,action,action,drama,action,horror
horror,drama,thriller,romance,comedy,romance,romance
drama,drama,drama,thriller,drama,drama,biography
drama,drama,drama,western,drama,drama,romance
documentary,documentary,documentary,history,documentary,documentary,history
short,documentary,short,documentary,documentary,short,documentary
comedy,drama,reality-tv,reality-tv,comedy,comedy,reality-tv
drama,drama,horror,thriller,drama,drama,thriller
mystery,drama,horror,horror,horror,horror,mystery
documentary,documentary,documentary,comedy,drama,documentary,comedy
comedy,documentary,documentary,music,documentary,documentary,music
romance,drama,drama,romance,drama,drama,romance
documentary,documentary,documentary,history,documentary,documentary,history
drama,drama,drama,horror,drama,drama,drama
documentary,documentary,history,history,documentary,history,history
drama,drama,sci-fi,crime,drama,crime,mystery
documentary,documentary,history,war,documentary,documentary,war
adult,documentary,sci-fi,sci-fi,documentary,documentary,sci-fi
documentary,documentary,documentary,music,documentary,documentary,history
news,documentary,documentary,news,documentary,documentary,news
documentary,documentary,documentary,biography,documentary,documentary,biography
documentary,documentary,short,musical,short,short,musical
short,drama,short,short,short,short,short
comedy,drama,comedy,horror,comedy,comedy,horror
drama,documentary,documentary,talk-show,documentary,documentary,news
documentary,documentary,short,sci-fi,documentary,documentary,sci-fi
documentary,documentary,sport,sport,documentary,sport,sport
horror,drama,horror,horror,horror,horror,horror
short,documentary,documentary,family,short,short,family
horror,drama,horror,horror,drama,horror,horror
reality-tv,documentary,reality-tv,war,reality-tv,reality-tv,reality-tv
reality-tv,drama,reality-tv,horror,reality-tv,reality-tv,horror
comedy,documentary,reality-tv,reality-tv,drama,short,reality-tv
drama,drama,drama,crime,drama,drama,comedy
action,drama,action,action,drama,action,action
drama,drama,short,romance,short,short,reality-tv
drama,drama,drama,drama,drama,drama,drama
drama,drama,drama,thriller,drama,drama,drama
short,documentary,documentary,history,documentary,documentary,history
short,drama,fantasy,documentary,short,short,documentary
drama,drama,crime,crime,drama,thriller,crime
comedy,documentary,game-show,game-show,documentary,game-show,game-show
drama,drama,sport,comedy,comedy,comedy,sport
drama,documentary,war,war,documentary,war,war
thriller,drama,thriller,thriller,drama,thriller,drama
drama,documentary,history,game-show,documentary,thriller,horror
short,documentary,short,biography,short,short,biography
drama,drama,crime,crime,drama,drama,crime
drama,documentary,short,sci-fi,documentary,documentary,sci-fi
comedy,drama,drama,western,drama,drama,western
western,drama,western,western,western,western,western
drama,documentary,short,romance,drama,drama,romance
documentary,documentary,documentary,documentary,documentary,documentary,documentary
sport,documentary,documentary,sport,documentary,documentary,sport
short,documentary,documentary,musical,documentary,short,musical
comedy,drama,comedy,thriller,comedy,comedy,comedy
drama,drama,drama,drama,drama,drama,drama
drama,drama,drama,musical,drama,drama,musical
animation,documentary,fantasy,fantasy,horror,fantasy,fantasy
documentary,drama,comedy,drama,drama,comedy,drama
drama,drama,drama,romance,drama,drama,romance
short,documentary,documentary,game-show,documentary,documentary,talk-show
documentary,drama,comedy,drama,documentary,documentary,biography
comedy,drama,adult,adult,comedy,adult,adult
comedy,drama,comedy,horror,drama,drama,horror
documentary,documentary,documentary,sci-fi,documentary,documentary,adventure
